REG_NO,RATING,NUMBER,NAME,STREET1,STREET2,TOWN,COUNTY,TOWNLAND,BUILDINGTYPE,DATEFROM,DATETO,COMPOSITION,APPRAISAL,LINK_WEBRECORD,LINK_WEBIMAGE,LONG,LAT
11359031,Regional,3 - 4,,Nashville Park,,Howth,Dublin,HOWTH,house,1880,1900,"Pair of semi-detached four-bay two-storey houses, c.1890, with gabled central bays and gabled advanced end bays.  Single-bay single-storey flat-roofed recessed entrance bays to sides.  Single-bay two-storey returns to rear.ROOF: Hipped and gable-fronted",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11359031,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11359031_1.jpg,-6.05805256924829,53.3843548498567
11359032,Regional,,,Nashville Park,,Howth,Dublin,HOWTH,house,1870,1890,"Terrace of six three-bay two-storey houses, c.1880, with gabled projecting end bays, having recessed central entrance porches, flanked by bay windows.ROOF: Double pitched slate roofs with terracotta ridge tiles; red brick chimneys; retaining terracotta ",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11359032,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11359032_1.jpg,-6.05514875526076,53.3847478885707
11359033,National,,Howth Martello Tower,Howth Head,,Howth,Dublin,HOWTH,martello tower,1800,1810,"Martello tower, c.1805, on a circular plan with tapered profile, having machicolation above raised entrance. Modern metal steps to first floor.ROOF: Concealed behind parapet. WALLS: Rendered; granite string course and coping to parapet;  ashlar granite ",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11359033,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11359033_1.jpg,-6.06365909370505,53.3876630971743
11359034,National,,Howth Harbour,,,Howth,Dublin,HOWTH,lighthouse,1815,1820,"Three-stage ashlar granite lighthouse, built 1817, with cast-iron railings surrounding glass lantern.  Two-bay two-storey ashlar granite lighthouse keeper's house attached to south-east, converted to two-storeys in 1856.  Converted to unattended electric ",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11359034,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11359034_1.jpg,-6.06675303279749,53.3933567176492
11359035,Regional,,The Water Club,Howth Harbour,,Howth,Dublin,HOWTH DEMESNE,building misc,1870,1890,"Detached five-bay two-storey former Harbour Masters house, c.1880, with breakfront end bays and pediment over central breakfront entrance bay.  Single-bay two-storey extension, c.1970, to north-east.  Now in use as clubhouse.ROOF: Roof hidden behind gra",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11359035,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11359035_1.jpg,-6.06953963871705,53.3922425863641
11359036,Regional,,Howth Harbour,,,Howth,Dublin,HOWTH DEMESNE,building misc,1860,1880,"Two-bay two-storey granite and rendered harbour building, c.1870, with canted bay window to first floor.ROOF: Double slate roof with two red brick chimneys; cast iron downpipe. WALLS: Granite ashlar to ground floor, rough cast rendered above. OPENINGS: ",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11359036,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11359036_1.jpg,-6.06977351234779,53.3920576560739
11359037,Regional,,Howth Harbour,,,Howth,Dublin,HOWTH DEMESNE,boathouse,1860,1880,"Single-bay gable-fronted former coast guard boathouse, c.1870, with granite slip way to rear.ROOF: Double pitched slate roof; granite ridge tiles; red brick course beneath eaves. WALLS: Ashlar granite and cement rendered façade with red brick courses to",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11359037,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11359037_1.jpg,-6.06997734052162,53.3918722386067
11359038,Regional,,Mariner's Hall,Howth Harbour,,Howth,Dublin,HOWTH DEMESNE,church/chapel,1840,1860,"Detached five-bay roughly dressed stone built former church, c.1850, with polychromatic brick dressings.  Now in use as offices.  Two-bay two-storey gable-fronted warehouse attached to north-east gable.ROOF: T-plan double pitched concrete tiled roof wit",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11359038,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11359038_1.jpg,-6.0706765077809,53.3913713215865
11359039,Regional,,Howth Harbour,,,Howth,Dublin,HOWTH DEMESNE,house,1860,1880,"Detached gable-fronted three-bay two-storey house, c.1870.ROOF: Double pitched corrugated ion; rendered chimney stack with yellow clay pot. WALLS: Nap rendered plinth and façade with rendered quoins; rough cast rendered and timber latticed gable end; na",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11359039,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11359039_1.jpg,-6.07089697556845,53.3911502263284
11359040,Regional,,Howth Harbour,West Pier,,Howth,Dublin,QUARRY,boat turning station,1880,1930,"Boat turning station, c.1910, with cast-iron tracks.",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11359040,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11359040_1.jpg,-6.07306216435993,53.3901427901941
11359041,Regional,,Howth Harbour,,,Howth,Dublin,HOWTH,harbour/dock/port,1800,1830,"Harbour, 1807 - 1813, comprising East and West piers.  Constructed of ashlar granite and rubble stone, having ashlar granite walls and sea walls.  Granite mainly from Dalkey Quarry. Lighthouse to East pier.  Former Lifeboat station, boathouse, boat turnin",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11359041,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11359041_1.jpg,-6.06407244042032,53.3914710493459
11359042,National,,Ireland's Eye Martello Tower,,,Ireland's Eye,Dublin,TYRRELSTOWN,martello tower,1800,1810,"Martello tower, c.1805, on a circular plan with tapered profile.",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11359042,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11359042_1.jpg,-6.06711107809526,53.40336435704
11359044,Regional,,Howth Harbour,,,Howth,Dublin,HOWTH DEMESNE,boathouse,1860,1880,Single-bay double-height ashlar granite boathouse c.1870.  Ashlar granite steps to platform over entrance door.,,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11359044,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11359044_1.jpg,-6.06988273547197,53.3919695588402
11360001,Regional,,Westmanstown Park House,,,,Dublin,WESTMANSTOWN (NE. BY.) LACAN ED,house,1820,1850,"Detached three-bay two-storey over basement house, c.1830, with central Ionic doorcase approached by granite steps.  Two-bay single-storey extension to south-west gable, c.1980.  Rubble stone coach house and outbuildings to north-west.ROOF: Concealed by",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11360001,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11360001_1.jpg,-6.41784933039559,53.3680566281667
11360002,Regional,,Collins Bridge,,,,Dublin,COLDBLOW,bridge,1900,1910,"Single-arch limestone road bridge over canal, built 1904, with oval limestone name and date plaque above arch.",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11360002,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11360002_1.jpg,-6.45701332878011,53.3714809676775
11360003,National,,Saint Catherine's Holy Well,,,,Dublin,ST. CATHERINE'S PARK,holy well,1500,1700,"Holy well, dating to pre-1700, comprising two rubble stone arched openings and collapsed headstone.",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11360003,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11360003_1.jpg,-6.4731650893699,53.3664499912194
11360005,Regional,,Saint Catherine's Park,,,,Dublin,ST. CATHERINE'S PARK,gate lodge,1780,1820,"Detached single-bay two-storey gate lodge, c.1800, with castellated brick parapet.  Adjoining  ashlar limestone castellated gateway and rubble stone screen walls, c.1830.  Outbuildings to site.ROOF: Hipped slate roof with tall red brick chimney stack; c",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11360005,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11360005_1.jpg,-6.47321264381958,53.3651206917025
11360006,Regional,,Glenwood House,,,Lucan,Dublin,COLDBLOW,house,1790,1810,"Detached seven-bay two-storey house, c.1800, with projecting entrance porch, c.1980.  Farmyard complex to rear.ROOF: Half hipped slate roof with terracotta ridge tiles and two nap rendered chimney stacks with terracotta pots; cast-iron rainwater goods. ",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11360006,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11360006_1.jpg,-6.45636893821559,53.3627113960786
11360007,Regional,,Hillsboro House,,,,Dublin,LARAGHCON,house,1900,1940,"Detached three-bay two-storey over basement house, c.1920, with advanced central bay.  Built on site of earlier property dated to the eighteenth century. Projecting entrance porch flanked by bay windows to ground floor, c.1910.  Farmyard complex arranged ",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11360007,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11360007_1.jpg,-6.45511360150048,53.3608710109961
11361001,Regional,,Porterstown School House,Porterstown Road,,,Dublin,KELLYSTOWN,school,1850,1860,"Detached gable-fronted three-bay two-storey over basement former school with attic accommodation, built 1854, with gabled central projecting bay flanked by entrance porches.  Now vacant. Architect:James Kennedy Esq.",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11361001,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11361001_1.jpg,-6.40503915217855,53.3799721529324
11361002,Regional,,,Porterstown Road,,,Dublin,PORTERSTOWN,water pump,1860,1880,"Cast-iron water pump, c.1870, now missing parts.",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11361002,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11361002_1.jpg,-6.40550235987941,53.3804456116165
11361004,Regional,,Kennan Bridge,Porterstown Road,,,Dublin,PORTERSTOWN,bridge,1790,1810,"Single-arch limestone bridge over canal, c.1800, with plaque over arch. Plaque reads: ""In memory of sixteen people/who lost their lives/when the/Dublin to Longford/passenger boat sank here/25 November 1845/Erected by R.C.A.G. 25 Nov 1995.",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11361004,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11361004_1.jpg,-6.40544312222371,53.379618114437
11361005,Regional,,Porterstown Crossing Keeper's House (former),Porterstown Road,,Porterstown,Dublin,PORTERSTOWN,worker's house,1840,1860,"Detached three-bay single-storey former railway keeper's house, c.1850, with central gable-fronted projecting porch.  Now derelict.ROOF: Hipped; slate; rendered chimney stack; terracotta pots; overhanging eaves; gable fronted double pitched slate porch ",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11361005,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11361005_1.jpg,-6.40576795394809,53.3793708487454
11361007,Regional,,The Gables Stud,Luttrellstown Road,,,Dublin,KELLYSTOWN,house,1870,1890,"Detached three-bay single-storey house, c.1880, with gabled projecting end bays.  Outbuildings to north-east.ROOF: Double pitched tiled roof; clay ridge tiles;  hipped tiled rear roof with large rendered chimney stack on ridge with a terracotta pot; two",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11361007,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11361007_1.jpg,-6.41066177076457,53.374673591314
11361008,Regional,,Home Villa,Porterstown Road,,,Dublin,KELLYSTOWN,house,1820,1840,"Detached four-bay two-storey former presbytery, c.1830, with two-storey return to rear.  Single-storey extension and conservatory to rear, c.1980.  Now in use as dwelling.  Outbuilding to north.ROOF: Double pitched; tiled; terracotta  ridge tiles; rende",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11361008,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11361008_1.jpg,-6.40795412947993,53.3739455777195
11361009,Regional,,Annfield House,Luttrellstown Road,,,Dublin,ANNFIELD,house,1720,1760,"Detached five-bay two-storey over basement house, c.1740, flanked by wings leading to pavilions, and having central gable-fronted projecting entrance bay.  Return to rear. Outbuildings to north and east.  Archbishop John Troy was born in Annfield House in",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11361009,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11361009_1.jpg,-6.40621547641792,53.3730237720511
11361010,Regional,,Astagob House,Luttrellstown Road,,,Dublin,ASTAGOB (CA. BY.) CLONSILLA ED,house,1870,1890,"Detached five-bay two-storey house, c.1880, with segmental-headed doorcase.  Entrance gate piers with cast-iron railings.ROOF: Double pitched slate roof with clay ridge tiles and two rendered chimney stacks with plain clay pots; cast-iron rainwater good",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11361010,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11361010_1.jpg,-6.40878936256611,53.3725009974326
11361011,Regional,,Saint Mochta's Roman Catholic Church,Luttrellstown Road,,,Dublin,ASTAGOB (CA. BY.) CLONSILLA ED,church/chapel,1885,1895,"Detached gable-fronted Gothic style Roman Catholic church, c.1890, with gabled projecting entrance porch.  Six-bay side elevation with single-bay chancel to south, having sacristy attached to east.ROOF: Double pitched; tiled; moulded terracotta roof rid",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11361011,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11361011_1.jpg,-6.40571013565584,53.3716691298929
11361012,Regional,,Saint Mochta's Presbytery,Luttrellstown Road,,,Dublin,ASTAGOB (CA. BY.) CLONSILLA ED,presbytery/parochial/curate's house,1890,1910,"Detached five-bay single-storey presbytery, c.1900, with gabled projecting end bays.  Entrance piers with cast-iron railings.ROOF: Hipped slate roof with end double pitched roofs; tall rendered chimney stack; all with clay ridge tiles; cast-iron rainwat",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11361012,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11361012_1.jpg,-6.4051985218825,53.3716892509373
